"PID","Status","Progress","Duration..in.seconds.","Finished","consent","zs_class_1","zs_class_2","zs_class_3","SDO_1","SDO_2","SDO_3","SDO_4","SDO_5","SDO_6","SDO_7","SDO_8","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5","zsm_6","zsm_7","check_1","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","lnktfate","support","impact_groups_1","impact_groups_2","impact_groups_DO_1","impact_groups_DO_2","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","ideo_DO_1","ideo_DO_2","ideo_DO_3","ideo_DO_4","ideo_DO_5","vote_2024_6_TEXT","age","gender_.99_TEXT","race_8_TEXT","class_7_TEXT","feedback","policy","FL_57_DO_FL_58","FL_57_DO_FL_59","FL_57_DO_FL_60","FL_57_DO_FL_61","FL_57_DO_FL_62","FL_57_DO_FL_63","FL_64_DO_FL_65","FL_64_DO_FL_74","FL_65_DO_Zero.sum.class","FL_65_DO_SDO","FL_65_DO_Zero.summindset","FL_65_DO_ClassSolidarity","FL_65_DO_LinkedFate","Zero.sum.class_DO_zs_class_1","Zero.sum.class_DO_intro","Zero.sum.class_DO_zs_class_3","Zero.sum.class_DO_zs_class_2","SDO_DO_intro","SDO_DO_SDO_1","SDO_DO_SDO_2","SDO_DO_SDO_3","SDO_DO_SDO_4","SDO_DO_SDO_5","SDO_DO_SDO_6","SDO_DO_SDO_7","SDO_DO_SDO_8","Zero.summindset_DO_intro","Zero.summindset_DO_zsm_4","Zero.summindset_DO_zsm_1","Zero.summindset_DO_zsm_5","Zero.summindset_DO_zsm_6","Zero.summindset_DO_check_1","Zero.summindset_DO_zsm_7","Zero.summindset_DO_zsm_2","Zero.summindset_DO_zsm_3","ClassSolidarity_DO_soli_6","ClassSolidarity_DO_intro","ClassSolidarity_DO_soli_4","ClassSolidarity_DO_soli_2","ClassSolidarity_DO_soli_5","ClassSolidarity_DO_soli_1","ClassSolidarity_DO_soli_3","Support.impact_DO_support","Support.impact_DO_impact_groups","party_id","vote_2020","vote_2024","gender","class","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu"
"LL680kw","0","100","296","1","1","2","1","6","1","1","7","7","1","1","7","7","2","2","1","4","5","2","6","5","7","7","7","7","7","7","6","5","3","0","1","2","3","1","1","1","1","4","5","1","2","3","","40","","","","","minwage","1","","","","","","2","1","2","4","3","1","5","3","1","2","4","1","2","9","5","6","3","4","8","7","1","9","5","6","4","2","7","3","8","4","1","7","5","2","3","6","1","2","Independent","Donald Trump","Donald Trump","man","Middle Class","White","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","4yearColl"
"VC644aq","0","100","305","1","1","7","7","2","4","1","7","7","3","2","7","7","3","3","2","6","5","3","4","5","6","7","6","4","5","5","6","7","1","1","2","1","3","5","4","4","6","5","2","3","4","1","","23","","","","No feedback!","weed","","","","","","1","1","2","3","5","1","4","2","2","1","3","4","1","7","6","3","8","2","4","9","5","1","7","6","4","2","8","5","3","9","5","1","3","2","4","6","7","2","1","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$0-$20,000","GED"
"JC281lf","0","100","362","1","1","5","5","3","4","1","7","7","3","2","7","7","4","3","2","3","6","2","6","5","6","7","6","7","7","7","4","5","1","-2","2","1","2","5","5","3","5","5","3","2","4","1","","32","","","","","climate","","","1","","","","1","2","4","2","5","1","3","2","1","4","3","1","6","4","9","5","7","2","3","8","1","8","4","7","5","2","6","9","3","4","1","2","7","3","5","6","1","2","Independent","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"EJ520xj","0","100","373","1","1","1","2","6","6","6","6","2","6","7","2","1","1","3","4","4","7","2","6","5","3","3","3","2","3","2","5","3","1","-1","2","1","6","1","1","5","1","5","4","1","2","3","","38","","","","","weed","","","","","","1","2","1","5","1","2","3","4","2","1","3","4","1","8","4","3","5","9","2","6","7","1","5","2","8","7","4","3","9","6","7","1","3","6","4","2","5","2","1","Republican","Donald Trump","Donald Trump","woman","Upper Middle Class","White","","","","","","","","Over $200,000","4yearColl"
"AU299th","0","100","459","1","1","5","5","3","2","2","6","6","2","2","6","6","2","2","2","5","6","2","6","5","6","6","6","6","6","6","6","6","2","-1","2","1","","","","","","4","3","2","5","1","","44","","","","","health","","","","","1","","1","2","5","3","4","1","2","4","1","2","3","1","3","9","7","6","8","4","2","5","1","7","4","9","3","8","2","6","5","7","1","3","6","4","5","2","1","2","Independent","I did not vote","Donald Trump","woman","Working Class","White","","","","","","","","$100,001-$120,000","GED"
"RO897do","0","100","332","1","1","3","3","5","3","2","7","6","2","2","6","7","2","3","2","3","5","3","6","5","5","6","6","6","7","6","4","6","1","0","2","1","4","4","3","3","5","5","3","4","2","1","","47","","","","","weed","","","","","","1","1","2","4","3","1","2","5","4","1","2","3","1","7","5","2","8","6","4","3","9","1","6","7","5","4","9","3","8","2","4","1","6","7","3","2","5","2","1","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"OP959yx","0","100","237","1","1","5","3","6","1","1","7","7","1","1","7","7","2","2","2","2","6","2","6","5","6","6","6","6","6","6","5","6","2","-1","1","2","1","7","3","1","4","4","1","2","3","5","","52","","","","","climate","","","1","","","","2","1","1","4","3","5","2","2","1","4","3","1","4","3","8","5","7","6","9","2","1","9","4","3","2","6","5","7","8","5","1","2","7","3","4","6","1","2","Democrat","Joe Biden","Joe Biden","woman","Working Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"QP921md","0","100","189","1","1","7","7","1","1","1","7","7","1","1","7","7","1","1","1","1","6","1","7","5","5","5","5","6","7","7","3","7","3","-1","2","1","1","2","7","1","5","4","1","2","5","3","","42","","","","","climate","","","1","","","","2","1","5","2","3","4","1","3","1","2","4","1","8","9","4","5","2","6","7","3","1","8","4","6","3","5","9","7","2","2","1","7","5","6","3","4","1","2","Democrat","Joe Biden","Joe Biden","man","Lower Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","GED"
"PN091xb","0","100","334","1","1","3","2","5","3","5","5","3","5","3","4","6","2","2","1","2","5","2","6","5","4","5","4","5","5","5","5","6","3","0","1","2","2","5","","4","4","2","3","1","5","4","","34","","","","","health","","","","","1","","2","1","3","4","1","5","2","2","1","3","4","1","6","4","5","8","7","2","3","9","1","9","4","3","8","5","2","6","7","7","1","2","4","6","5","3","2","1","Democrat","I did not vote","I will not vote","woman","Upper Middle Class","White","","","","","","","","$0-$20,000","MA"
"ZG260wj","0","100","380","1","1","7","7","2","1","1","7","7","1","1","7","7","3","3","3","2","5","2","5","5","6","7","6","7","7","6","6","4","0","0","1","2","1","1","1","1","1","2","5","1","4","3","","23","Non-binary","Mixed (Half black and half white)","","","climate","","","1","","","","2","1","3","1","2","4","5","3","1","4","2","1","5","8","6","9","4","2","7","3","1","7","6","3","4","9","5","2","8","6","1","3","7","4","2","5","2","1","Independent","Joe Biden","Donald Trump",NA,"Lower Middle Class","White","","Black or African American","","","","","Other (please specify)","$80,001-$100,000","2yearColl"
"QS675xy","0","100","302","1","1","6","5","3","3","4","7","5","3","2","6","6","2","2","4","5","6","2","6","5","4","6","5","6","5","5","4","4","1","0","2","1","5","2","","2","","1","5","4","2","3","","41","","","","","weed","","","","","","1","2","1","1","3","5","4","2","2","1","3","4","1","9","8","5","7","3","2","6","4","1","7","2","9","8","4","5","3","6","2","1","5","6","7","4","3","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","","","Black or African American","","","","","","$20,001-$40,000","2yearColl"
"AV317yq","0","100","340","1","1","4","4","5","3","5","2","2","6","5","4","6","3","3","4","5","5","3","5","5","5","5","4","4","5","5","4","5","1","1","1","2","4","1","1","1","3","5","1","2","3","4","","32","","","","","housing","","","","1","","","1","2","3","4","5","1","2","2","1","3","4","1","6","8","2","7","3","4","9","5","1","3","8","7","5","6","2","9","4","2","1","6","3","4","5","7","1","2","Republican","Donald Trump","Donald Trump","woman","Lower Middle Class","White","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","MA"
"YO737he","0","100","262","1","1","1","1","6","1","1","7","7","1","1","7","7","1","3","1","2","7","1","7","5","7","7","7","6","5","6","7","7","3","1","1","2","1","7","7","6","2","2","4","3","5","1","","52","","","","This study was clear and easy to understand.","weed","","","","","","1","2","1","4","2","3","5","1","4","1","2","3","1","4","5","2","3","8","7","9","6","1","9","4","7","3","6","5","2","8","2","1","7","3","6","5","4","1","2","Democrat","Joe Biden","Joe Biden","woman","Working Class","White","","","","","","","","$40,001-$60,000","GED"
"GU149rb","0","100","349","1","1","5","5","3","1","1","7","7","2","2","6","7","3","3","2","3","5","3","5","5","7","7","7","7","6","7","6","6","2","0","1","2","1","6","4","1","7","3","5","1","4","2","","58","","","","","debt","","1","","","","","1","2","2","1","4","3","5","3","1","4","2","1","2","7","9","5","3","8","4","6","1","6","3","8","9","7","2","5","4","3","1","4","7","2","6","5","1","2","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"IK825xa","0","100","341","1","1","7","6","2","2","1","7","7","3","2","5","6","2","2","6","3","6","2","4","5","6","7","7","6","6","7","7","3","-2","1","2","1","3","6","5","5","6","3","4","1","5","2","","24","","","","","minwage","1","","","","","","2","1","3","1","2","4","5","2","1","4","3","1","3","8","2","7","5","9","6","4","1","2","5","7","4","6","3","9","8","4","1","7","3","6","5","2","1","2","Democrat","Donald Trump","Robert F. Kennedy Jr.","man","Upper Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"TS944km","0","100","424","1","1","6","6","2","1","1","7","7","1","1","6","7","2","4","2","5","6","2","6","5","5","6","5","6","7","6","4","1","0","-3","2","1","5","4","1","1","4","2","3","5","4","1","","47","","","","","climate","","","1","","","","1","2","3","5","1","2","4","3","1","2","4","1","9","6","3","7","8","5","4","2","1","3","5","9","8","6","7","2","4","4","1","3","7","2","5","6","2","1","Democrat","Joe Biden","Joe Biden","woman","Upper Middle Class","White","","","","","","","","Over $200,000","MA"
"VJ197bm","0","100","228","1","1","5","5","3","2","2","6","6","4","2","6","6","2","2","2","6","6","2","6","5","5","5","5","5","5","5","4","6","3","","2","1","2","4","4","4","4","3","1","2","4","5","","52","","","","","health","","","","","1","","2","1","3","5","2","1","4","4","1","3","2","1","9","4","3","7","6","8","2","5","1","2","6","7","4","9","8","5","3","5","1","6","3","4","7","2","1","2","Democrat","Joe Biden","Joe Biden","woman","Upper Middle Class","White","","","","","","","","Over $200,000","2yearColl"
"VE418uf","0","100","254","1","1","5","5","3","7","1","4","6","3","3","4","6","3","5","5","6","5","3","5","5","6","7","6","5","6","7","3","6","3","-2","1","2","2","5","7","","","5","1","2","4","3","","36","","","","","housing","","","","1","","","2","1","5","2","3","1","4","3","1","4","2","1","8","3","7","4","9","2","6","5","1","2","7","5","6","4","8","3","9","6","1","4","7","2","5","3","2","1","Democrat","Joe Biden","Joe Biden","woman","Upper Class","White","","","","","","","","Over $200,000","4yearColl"
"VQ544mg","0","100","367","1","1","5","4","4","1","1","7","7","1","1","7","7","3","3","3","5","5","4","5","5","7","7","7","7","7","7","6","6","0","0","2","1","","1","1","","","4","1","3","2","5","","50","","","","","health","","","","","1","","1","2","3","4","5","1","2","2","1","3","4","1","8","2","7","4","9","3","5","6","1","4","7","8","2","3","5","6","9","3","1","4","2","5","7","6","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"PF250bx","0","100","415","1","1","5","6","3","1","1","7","7","2","1","7","7","1","1","2","4","7","1","7","5","6","7","7","7","7","7","6","7","3","0","2","1","1","5","7","1","7","3","1","2","5","4","","39","","","","","climate","","","1","","","","2","1","4","5","1","3","2","3","1","2","4","1","9","4","7","6","3","8","5","2","1","7","5","3","8","4","6","9","2","2","1","7","5","6","4","3","2","1","Democrat","I did not vote","Joe Biden","man","Lower Middle Class","White","","","","","","","","$40,001-$60,000","GED"
"WJ095fx","0","100","393","1","1","6","6","2","1","1","7","7","1","2","6","7","2","2","2","2","6","2","6","5","6","6","6","6","6","6","6","7","3","1","1","2","3","5","4","5","5","4","2","3","1","5","","61","","","","","debt","","1","","","","","2","1","5","1","2","4","3","3","1","2","4","1","8","3","6","4","9","2","5","7","1","4","8","9","5","7","2","6","3","2","1","3","4","7","6","5","1","2","Democrat","Joe Biden","Jill Stein","woman","Working Class","","","Black or African American","","","","","","$80,001-$100,000","4yearColl"
"CI654bl","0","100","227","1","1","7","6","3","4","1","6","7","1","2","7","7","4","4","2","4","6","2","6","5","6","6","7","7","6","7","6","7","3","1","2","1","1","6","5","3","6","4","2","1","5","3","","36","","","","","debt","","1","","","","","2","1","2","1","5","3","4","3","1","4","2","1","7","8","3","4","9","2","6","5","1","9","6","3","4","7","8","5","2","4","1","2","5","7","6","3","2","1","Democrat","Joe Biden","I will not vote","woman","Lower Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"UI531vv","0","100","481","1","1","6","4","2","3","1","7","7","2","2","6","6","2","2","1","2","6","1","6","5","3","6","2","6","5","3","5","7","0","-2","2","1","","","4","","","3","2","5","4","1","","19","","","","","housing","","","","1","","","2","1","4","1","5","2","3","3","1","2","4","1","8","4","6","5","2","9","3","7","1","5","9","3","2","4","8","7","6","6","1","3","2","5","7","4","1","2","Independent","I did not vote","I will not vote","man","Upper Middle Class","","","","","","Middle Eastern or North African","","","$20,001-$40,000","GED"
"AF710sl","0","100","311","1","1","6","6","2","3","3","5","5","3","3","5","5","3","3","3","3","5","3","5","5","6","6","6","6","6","6","6","3","1","2","1","2","5","4","3","3","4","1","4","3","2","5","","23","","","","","health","","","","","1","","1","2","1","4","3","2","5","2","1","3","4","1","2","9","6","4","8","3","5","7","1","7","2","8","3","9","5","6","4","6","1","3","2","4","7","5","1","2","Republican","Donald Trump","Donald Trump","woman","Lower Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"CK015sd","0","100","178","1","1","4","5","5","2","2","6","6","2","2","6","6","2","2","2","4","5","2","2","5","6","6","6","6","6","6","4","6","2","-1","2","1","1","7","6","","","3","1","4","2","5","","46","","","","thanks!","health","","","","","1","","1","2","2","4","1","3","5","3","1","2","4","1","2","7","5","4","3","6","8","9","1","5","4","2","6","7","9","8","3","2","1","4","5","7","3","6","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$60,001-$80,000","GED"
"XK670bs","0","100","258","1","1","6","5","2","2","1","7","7","1","2","6","7","2","3","2","4","5","3","6","5","5","6","5","6","6","4","5","4","0","0","2","1","","","","","","4","5","1","2","3","not sure","47","","","","","health","","","","","1","","1","2","2","3","4","5","1","2","1","3","4","1","4","7","5","6","8","3","2","9","1","2","9","3","4","7","6","5","8","5","1","7","4","3","2","6","1","2","Democrat","Joe Biden","Other",NA,"Lower Middle Class","","","Black or African American","","","","","","Prefer not to answer",NA
"UC897fd","0","100","401","1","1","5","5","2","4","5","4","2","5","6","3","6","3","3","3","3","5","2","5","5","5","5","5","5","5","5","4","5","1","0","2","1","3","4","3","5","4","5","1","2","3","4","","40","","","","","minwage","1","","","","","","1","2","4","2","1","5","3","4","1","3","2","1","9","2","6","3","8","4","7","5","1","2","5","4","7","3","8","6","9","7","1","3","2","5","4","6","1","2","Independent","I did not vote","I will not vote","man","Lower Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"NF119dv","0","100","139","1","1","4","7","5","6","7","5","7","7","5","6","6","6","7","6","7","7","6","4","5","7","2","5","5","5","7","6","6","1","3","2","1","4","6","6","7","5","4","5","2","3","1","","50","","","","Good survey","debt","","1","","","","","2","1","3","1","4","5","2","4","1","2","3","1","2","6","3","4","9","8","5","7","1","4","8","6","7","5","3","9","2","6","1","5","4","7","3","2","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"GX955yr","0","100","327","1","1","2","2","6","5","2","6","4","2","6","2","6","2","2","2","3","6","2","6","5","5","5","5","5","5","4","6","1","0","-1","1","2","6","1","1","5","1","5","3","4","2","1","","56","","","","","climate","","","1","","","","1","2","2","5","3","4","1","3","1","4","2","1","6","9","8","5","3","4","7","2","1","4","6","7","9","3","8","5","2","5","1","7","2","6","4","3","1","2","Republican","Donald Trump","Donald Trump","man","Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"JS321kk","0","100","317","1","1","1","1","7","1","1","7","7","1","1","7","7","1","1","2","3","7","1","7","5","5","6","5","6","5","6","5","4","1","0","1","2","4","3","1","2","2","1","2","3","5","4","not sure yet","43","","","","","debt","","1","","","","","1","2","2","4","1","5","3","3","1","4","2","1","9","4","7","2","3","8","6","5","1","5","9","6","3","4","7","8","2","7","1","2","5","4","6","3","2","1","Independent","Donald Trump","Other","man","Working Class","White","","","","","","","","$20,001-$40,000","2yearColl"
"NM207ua","0","100","383","1","1","1","1","7","1","1","7","7","1","1","7","7","1","1","1","4","4","1","7","5","7","7","7","7","7","7","5","7","3","0","1","2","3","1","1","1","3","4","5","2","3","1","","38","","","","","housing","","","","1","","","1","2","5","1","3","2","4","3","1","4","2","1","3","6","5","7","2","9","4","8","1","5","6","8","3","7","9","4","2","5","1","6","2","3","4","7","1","2","Independent","Donald Trump","Donald Trump","man","Middle Class","White","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","MA"
"NL444dz","0","100","405","1","1","6","6","1","1","1","7","7","1","1","7","7","2","3","5","3","6","3","6","5","7","7","7","7","7","7","6","7","3","0","1","2","1","4","5","1","3","1","5","2","3","4","","54","","","","","debt","","1","","","","","1","2","3","5","1","4","2","4","1","2","3","1","4","6","3","7","5","2","8","9","1","2","9","8","4","5","7","6","3","7","1","4","2","6","3","5","2","1","Democrat","Joe Biden","Joe Biden","woman","Upper Middle Class","","","Black or African American","","","","","","$140,001-$160,000","2yearColl"
"PO266up","0","100","410","1","1","6","6","2","1","2","7","6","1","1","7","7","5","5","2","5","3","5","3","5","5","7","7","7","7","7","6","7","3","0","1","2","2","5","3","6","6","5","2","4","3","1","UNDECIDED CURRENTLY","39","","","","","climate","","","1","","","","1","2","3","1","4","2","5","2","1","4","3","1","6","7","8","9","5","3","4","2","1","3","9","5","8","7","2","4","6","4","1","5","2","6","3","7","1","2","Democrat","Joe Biden","Other","man","Lower Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"GB658he","0","100","395","1","1","5","4","3","1","1","7","7","1","1","7","7","2","1","1","5","7","3","7","5","7","7","7","7","7","7","7","7","3","3","2","1","6","4","6","2","5","3","4","2","5","1","","39","","","","","minwage","1","","","","","","2","1","4","3","2","1","5","2","1","3","4","1","2","3","6","8","7","5","9","4","1","4","6","2","7","3","5","9","8","7","1","3","4","5","2","6","1","2","Independent","Joe Biden","Donald Trump","man","Upper Middle Class","","","Black or African American","","","","","","$80,001-$100,000","MA"
"JO482nw","0","100","316","1","1","2","4","6","5","6","5","6","6","5","4","6","2","2","2","5","6","2","6","5","4","6","4","5","3","4","5","5","2","-1","1","2","","4","4","4","4","3","4","2","1","5","","37","","","","","housing","","","","1","","","1","2","5","4","3","2","1","3","1","4","2","1","5","9","6","2","4","8","3","7","1","2","3","8","9","6","4","5","7","2","1","6","7","3","4","5","2","1","Democrat","Joe Biden","Robert F. Kennedy Jr.","man","Upper Middle Class","White","","","","","","","","$100,001-$120,000","GED"
"RL806tc","0","100","309","1","1","6","2","2","1","1","7","7","1","1","7","7","2","2","2","4","6","2","6","5","6","6","6","7","7","6","5","4","1","0","2","1","1","5","2","4","4","4","3","2","1","5","","42","","","","interesting survey","climate","","","1","","","","2","1","4","5","3","2","1","4","1","2","3","1","5","9","8","4","7","2","6","3","1","3","5","6","7","9","4","2","8","2","1","6","5","4","7","3","2","1","Democrat","I did not vote","Donald Trump","woman","Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"OB609sl","0","100","154","1","1","4","2","4","5","5","3","5","3","5","3","5","1","1","1","6","7","1","7","5","6","5","6","4","5","5","6","2","-1","1","2","1","5","3","4","2","3","1","2","3","5","4","","33","","","","","climate","","","1","","","","1","2","4","1","2","3","5","4","1","3","2","1","6","2","9","5","4","3","7","8","1","2","5","3","6","4","7","8","9","4","1","2","3","6","5","7","1","2","Republican","Donald Trump","Donald Trump","woman","Middle Class","White","","","","","","","","$120,001-$140,000","MA"
"ZA639ol","0","100","513","1","1","5","4","3","4","2","4","5","5","3","6","7","5","6","5","4","3","5","3","5","6","7","6","6","7","6","6","7","3","-1","1","2","2","5","4","","5","1","5","2","4","3","","18","","","","","health","","","","","1","","2","1","3","5","2","4","1","3","1","2","4","1","8","6","3","2","7","4","9","5","1","4","5","3","7","6","2","9","8","2","1","4","7","6","3","5","2","1","Democrat","I did not vote","Joe Biden","man","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","GED"
"LY227sw","0","100","277","1","1","3","4","4","4","2","7","7","4","1","7","7","6","3","2","3","2","5","5","5","7","7","7","7","5","7","7","7","3","1","2","1","5","","","","5","3","4","5","2","1","","25","","","","","housing","","","","1","","","1","2","4","2","3","1","5","2","1","4","3","1","7","5","9","3","4","2","6","8","1","7","3","2","9","4","8","6","5","6","1","7","5","4","3","2","2","1","Independent","Donald Trump","Donald Trump","woman","Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"TB064br","0","100","434","1","1","2","2","6","4","1","4","4","1","7","1","5","2","2","2","2","6","3","6","5","4","4","4","4","5","4","6","2","-1","-3","1","2","7","2","1","3","1","3","4","1","5","2","","53","","","","It might help for the authors to take Econ 101 and 102 and understand the laws of supply and demand.","health","","","","","1","","2","1","3","1","4","2","5","3","1","2","4","1","6","8","5","9","4","7","2","3","1","9","6","5","3","7","4","2","8","3","1","5","2","4","7","6","1","2","Republican","Donald Trump","Donald Trump","man","Lower Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"MF512cw","0","100","260","1","1","5","5","4","4","5","6","5","4","4","4","5","3","5","6","6","5","3","6","5","6","7","6","6","6","6","6","7","1","1","1","2","","","","","","1","5","4","3","2","","21","","","","","weed","","","","","","1","2","1","5","4","1","2","3","4","1","3","2","1","5","6","3","8","4","7","9","2","1","4","2","5","6","9","3","7","8","5","1","2","7","3","6","4","1","2","Independent","I did not vote","I will not vote","man","Lower Class","","","Black or African American","","","","","","$20,001-$40,000","GED"
"OC951pe","0","100","375","1","1","4","3","4","1","4","7","4","4","6","5","7","1","1","4","2","7","1","7","5","5","5","5","5","6","6","6","7","3","0","2","1","2","2","3","2","3","4","5","2","3","1","","40","","","","","health","","","","","1","","1","2","5","4","3","1","2","3","1","2","4","1","2","9","3","8","6","7","4","5","1","9","2","4","5","3","7","6","8","4","1","2","3","7","6","5","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","Prefer not to answer","MA"
"BV058kx","0","100","228","1","1","1","1","7","1","1","7","7","2","5","5","5","1","1","1","1","1","1","7","5","6","6","4","7","6","4","6","3","-1","0","1","2","1","1","1","1","1","2","1","5","4","3","too soon to say","52","","","","no comments","minwage","1","","","","","","1","2","3","4","2","5","1","2","1","4","3","1","6","7","3","9","2","5","4","8","1","2","3","8","7","6","5","9","4","2","1","6","5","4","7","3","2","1","Independent","Joe Biden","Other","man","Middle Class","White","","","","","","","","$40,001-$60,000","GED"
"UO423sh","0","100","200","1","1","5","5","3","5","1","5","2","6","4","5","6","3","6","5","5","5","3","5","5","3","5","5","5","6","5","2","2","-1","-3","2","1","5","3","2","5","1","4","2","3","1","5","","23","","","","","climate","","","1","","","","1","2","1","5","4","3","2","4","1","2","3","1","5","3","4","2","9","8","7","6","1","7","8","6","4","9","5","3","2","6","1","5","4","3","2","7","2","1","Independent","Joe Biden","Donald Trump","woman","Upper Middle Class","","","","Asian","","","","","$100,001-$120,000","4yearColl"
"JR774ph","0","100","493","1","1","6","2","6","5","1","7","7","1","1","7","7","2","2","2","2","6","2","6","5","6","7","6","6","6","6","6","5","3","-1","2","1","2","4","6","7","3","2","3","4","5","1","","34","","","","","housing","","","","1","","","1","2","1","3","4","5","2","4","1","3","2","1","4","3","6","2","9","8","5","7","1","7","2","4","6","3","8","5","9","6","1","3","2","7","4","5","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$160,001-$180,000","4yearColl"
"FY250gg","0","100","185","1","1","4","3","5","5","3","3","4","6","7","4","6","3","2","1","3","6","3","7","5","6","6","6","3","7","5","6","3","0","-2","2","1","5","3","1","4","1","4","3","5","2","1","","33","","","","","housing","","","","1","","","1","2","2","4","5","3","1","3","1","4","2","1","3","6","8","4","2","7","9","5","1","3","7","5","9","8","2","4","6","5","1","3","7","6","4","2","1","2","Republican","I did not vote","Donald Trump","man","Upper Middle Class","White","","","","","","","","$80,001-$100,000","2yearColl"
"PY648gl","0","100","437","1","1","2","2","6","2","4","6","5","5","3","4","7","2","3","1","3","6","2","6","5","5","6","6","5","6","5","5","3","0","-2","2","1","3","3","2","6","1","4","3","5","1","2","","65","","","","","climate","","","1","","","","2","1","3","2","1","5","4","3","1","4","2","1","3","8","6","5","4","2","9","7","1","2","4","3","8","9","5","6","7","5","1","6","7","2","4","3","1","2","Independent","Third-party candidate","Robert F. Kennedy Jr.","man","Upper Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"IS224iz","0","100","445","1","1","6","6","2","4","4","7","7","2","1","7","7","6","6","5","6","4","5","4","5","6","6","6","6","6","6","6","7","3","0","1","2","5","1","2","1","2","4","5","2","1","3","","43","","","","","health","","","","","1","","1","2","3","1","5","2","4","4","1","2","3","1","3","7","9","2","8","6","5","4","1","8","5","6","4","9","2","7","3","3","1","5","7","2","6","4","1","2","Independent","Joe Biden","Robert F. Kennedy Jr.","man","Middle Class","","","Black or African American","","","","","","$80,001-$100,000","4yearColl"
"AG683kp","0","100","190","1","1","7","6","2","1","1","7","7","1","1","7","7","2","2","1","2","6","2","6","5","5","7","7","7","7","7","7","7","2","0","2","1","1","6","2","2","7","3","4","1","5","2","","34","","","","","climate","","","1","","","","1","2","5","2","3","1","4","2","1","3","4","1","5","2","4","7","3","9","6","8","1","8","9","7","2","3","4","5","6","5","1","6","7","4","3","2","1","2","Democrat","Joe Biden","Joe Biden","woman","Working Class","White","","","","","","","","$0-$20,000","2yearColl"
"WH422so","0","100","486","1","1","6","6","2","3","3","4","5","4","4","4","4","4","5","3","4","2","5","4","5","6","6","6","6","6","6","6","4","-1","0","1","2","7","1","1","1","1","4","3","1","2","5","","51","","","","","climate","","","1","","","","1","2","1","3","2","5","4","3","1","2","4","1","7","3","2","8","4","6","9","5","1","2","5","4","7","9","8","6","3","6","1","5","2","4","7","3","1","2","Republican","Donald Trump","Donald Trump","woman","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"ZV006bz","0","100","325","1","1","5","6","3","5","4","4","3","6","5","3","3","3","3","3","5","5","3","6","5","4","3","5","5","4","3","3","2","-1","-2","1","2","4","2","1","1","2","3","2","4","5","1","unknown yet","31","","","","","housing","","","","1","","","2","1","3","2","5","1","4","3","1","4","2","1","7","6","5","8","9","3","4","2","1","7","6","4","9","8","3","5","2","4","1","3","5","7","6","2","1","2","Republican","Joe Biden","Other","woman","Middle Class","White","","","","","","","","$160,001-$180,000","MA"
