"PID","zs_class","SDO","zsm","lnktfate","soli","support","impact","impact_uc","impact_wc","zs_class_1","zs_class_2","zs_class_3R","SDO_1","SDO_2","SDO_3R","SDO_4R","SDO_5","SDO_6","SDO_7R","SDO_8R","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5R","zsm_6","zsm_7R","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","ideo_con","ideo_lib","ideo_demsoc","ideo_lbrtn","ideo_prog","party_id","vote_2020","vote_2024","policy","blockorder","soli_first","att_1","age","gender","race","edu","income","class","feedback"
"GK553tg",5,1.75,4.14285714285714,7,7,6,0,-1,1,5,5,5,1,1,1,1,7,1,1,1,5,3,1,5,5,5,5,7,7,7,7,7,7,1,1,1,NA,1,"Independent","I did not vote","I will not vote","housing","wordlviews_first",0,1,27,"man","Black or African American","GED","$60,001-$80,000","Lower Middle Class",NA
"XD236ro",7,2,3.85714285714286,5,7,7,4,1,3,7,7,7,4,1,1,2,2,2,2,2,4,5,3,4,3,5,3,7,7,7,7,7,7,1,6,6,1,6,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,34,"woman","Asian","4yearColl","$140,001-$160,000","Middle Class",NA
"HM409ox",4.33333333333333,4.25,3.57142857142857,6,6,2,4,2,2,4,4,5,7,6,2,6,5,4,2,2,5,6,2,6,3,2,1,6,6,6,6,6,6,4,4,4,4,4,"Independent","Joe Biden","Other","debt","wordlviews_first",0,1,27,"woman","Black or African American","PHD","$40,001-$60,000","Working Class","I enjoyed the survey"
"UR721wm",7,2.125,3.71428571428571,6,6.66666666666667,1,1,0,1,7,7,7,1,1,4,1,5,2,2,1,4,3,2,5,4,4,4,7,7,6,7,7,6,1,1,1,2,1,"Independent","I did not vote","I will not vote","weed","wordlviews_first",0,1,36,"woman","Black or African American","GED","$60,001-$80,000","Middle Class",NA
"VV330np",5,2.5,2.85714285714286,5,6.33333333333333,5,2,0,2,5,5,5,1,1,1,4,5,4,3,1,3,3,3,3,3,3,2,5,6,6,7,7,7,1,2,5,2,4,"Independent","Joe Biden","Joe Biden","housing","policy_first",0,1,26,"man","White","4yearColl","$100,001-$120,000","Upper Middle Class",NA
"BF414fz",7,1.625,1.57142857142857,7,7,7,3,0,3,7,7,7,2,1,1,1,4,2,1,1,1,1,1,4,2,1,1,7,7,7,7,7,7,2,4,4,3,4,"Democrat","I did not vote","I will not vote","weed","policy_first",1,1,34,"woman","White","4yearColl","$40,001-$60,000","Working Class",NA
"CH799us",6.33333333333333,1.625,1.14285714285714,7,6,7,3,2,1,6,7,6,3,1,2,1,3,1,1,1,1,1,1,2,1,1,1,6,6,6,6,6,6,1,6,4,3,4,"Independent","Joe Biden","Joe Biden","debt","policy_first",0,1,44,"man","White","MA","$120,001-$140,000","Middle Class",NA
"KK234kf",5,3.125,3.28571428571429,6,5.33333333333333,1,-6,-3,-3,5,5,5,4,3,4,2,6,3,2,1,3,3,3,5,3,3,3,6,6,6,5,5,4,6,1,NA,1,1,"Republican","I did not vote","I will not vote","weed","wordlviews_first",1,1,35,"woman","White","GED","$60,001-$80,000","Working Class",NA
"LC051sk",3.66666666666667,5.875,3,7,3.83333333333333,2,-1,1,-2,4,3,4,5,5,4,5,7,7,7,7,3,3,4,3,3,2,3,3,3,3,5,5,4,5,1,1,6,1,"Republican","Donald Trump","Other","weed","policy_first",1,1,31,"man","White","GED","$40,001-$60,000","Working Class","N/A"
"VX898dy",6,1.25,1.42857142857143,7,7,7,4,1,3,6,6,6,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,7,7,7,7,7,7,1,7,6,1,7,"Democrat","Joe Biden","Joe Biden","weed","policy_first",0,1,29,"woman","White","2yearColl","$140,001-$160,000","Middle Class",NA
"LB272jc",2.66666666666667,1.125,3,6,6,3,3,1,2,3,2,3,1,1,1,1,2,1,1,1,3,3,2,4,3,3,3,6,6,6,6,6,6,2,2,1,3,3,"Independent","Joe Biden","I will not vote","health","policy_first",0,1,63,"woman","Black or African American","MA","$80,001-$100,000","Middle Class","none"
"TL647yi",2.33333333333333,5,2.85714285714286,5,5,4,2,0,2,2,3,2,5,5,4,4,6,4,6,6,3,3,3,3,2,3,3,6,6,5,4,5,4,7,1,1,1,5,"Republican","Donald Trump","Donald Trump","health","policy_first",0,1,40,"woman","White","4yearColl","$80,001-$100,000","Middle Class",NA
"GN059xp",4.66666666666667,1.125,2.85714285714286,7,6.83333333333333,6,5,2,3,4,4,6,1,2,1,1,1,1,1,1,3,4,3,3,1,4,2,6,7,7,7,7,7,1,7,5,7,5,"Democrat","Joe Biden","Cornel West","housing","wordlviews_first",0,1,33,"man","White","GED","$0-$20,000","Lower Class",NA
"YW566eq",5.33333333333333,1,3.14285714285714,5,6,7,3,0,3,5,5,6,1,1,1,1,1,1,1,1,4,2,4,3,3,2,4,4,7,4,7,7,7,1,1,5,1,4,"Independent","Third-party candidate","Other","weed","wordlviews_first",0,1,41,"man","White","4yearColl","$20,001-$40,000","Working Class",NA
"KT058bk",5.66666666666667,1.875,3.28571428571429,6,6,6,0,-1,1,6,5,6,1,1,2,5,1,1,2,2,3,5,1,1,2,5,6,6,6,6,6,6,6,2,6,4,3,6,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",1,1,51,"man","White","4yearColl","$20,001-$40,000","Middle Class",NA
"GI304vy",2.66666666666667,5.375,3,6,4.5,1,-2,0,-2,3,3,2,6,6,5,4,6,6,7,3,2,4,4,5,2,2,2,3,6,3,6,6,3,4,2,1,5,2,"Independent","Donald Trump","Donald Trump","debt","policy_first",0,1,55,"man","White","4yearColl","$20,001-$40,000","Working Class",NA
"BQ988xp",5.33333333333333,1.75,2.71428571428571,6,6.66666666666667,6,1,-1,2,5,6,5,1,1,1,1,7,1,1,1,3,3,4,2,3,2,2,6,7,7,7,6,7,1,4,5,2,6,"Independent","Joe Biden","Joe Biden","climate","wordlviews_first",1,1,30,"man","multiracial","2yearColl","$40,001-$60,000","Lower Middle Class",NA
"KC714iq",4,1,2.28571428571429,6,5.66666666666667,6,2,1,1,4,4,4,1,1,1,1,1,1,1,1,2,2,3,3,2,2,2,4,6,4,6,7,7,1,4,5,2,4,"Independent","I did not vote","I will not vote","weed","policy_first",0,1,36,"man","White","4yearColl","$20,001-$40,000","Lower Class",NA
"PN144tr",4,1,2.14285714285714,7,6.16666666666667,7,3,0,3,3,4,5,1,1,1,1,1,1,1,1,2,2,1,3,3,3,1,6,6,6,6,6,7,1,7,4,1,6,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,62,"woman","White","2yearColl","$40,001-$60,000","Working Class",NA
"CC058uo",2.33333333333333,1.875,1.42857142857143,4,5.66666666666667,5,1,0,1,2,2,3,1,1,1,1,5,2,3,1,1,1,1,4,1,1,1,5,6,6,6,6,5,4,4,NA,NA,NA,"Independent","Joe Biden","Joe Biden","debt","policy_first",0,1,57,"woman","White","4yearColl","$0-$20,000","Working Class","I agree everyone should have the same opportunities to succeed, but not that we should rob from the rich in order to give to the poor. But even the playing field so we all have a chance to succeed."
"IM220qd",3,2.375,2.28571428571429,6,5.83333333333333,1,-4,-1,-3,3,3,3,2,1,3,2,3,3,4,1,2,2,1,5,2,2,2,5,6,6,6,6,6,6,1,1,4,1,"Republican","Third-party candidate","Robert F. Kennedy Jr.","minwage","policy_first",0,1,31,"man","White","MA","$60,001-$80,000","Lower Middle Class",NA
"XG936an",5,5.5,2.28571428571429,6,5,1,-6,-3,-3,5,5,5,6,5,4,4,7,7,7,4,2,2,2,4,2,2,2,5,5,5,5,5,5,6,1,1,3,1,"Republican","Donald Trump","Donald Trump","health","wordlviews_first",0,1,52,"woman","Hispanic, Latino, or Spanish origin","GED","$120,001-$140,000","Lower Middle Class",NA
"OW979ym",5,1.375,2.14285714285714,7,6.5,7,3,0,3,5,5,5,1,1,1,1,3,1,2,1,2,3,2,2,2,2,2,6,7,7,7,6,6,2,6,NA,NA,5,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",0,1,48,"man","White","2yearColl","$20,001-$40,000","Working Class",NA
"YW070ex",4,1.375,2.71428571428571,6,5.83333333333333,6,3,0,3,4,4,4,1,1,1,1,2,2,2,1,2,2,3,5,3,2,2,6,6,6,6,6,5,3,3,1,3,1,"Independent","Donald Trump","Robert F. Kennedy Jr.","health","policy_first",1,1,55,"woman","White","GED","$20,001-$40,000","Working Class",NA
"ME675fe",4.33333333333333,5,5.85714285714286,5,6,3,0,0,0,4,5,4,7,7,5,2,5,5,5,4,6,6,6,5,6,6,6,6,6,6,6,6,6,6,1,1,6,1,"Republican","Donald Trump","Donald Trump","climate","policy_first",1,1,29,"man","multiracial","4yearColl","$60,001-$80,000","Middle Class","Great study, thank you."
"EV607wk",5.33333333333333,2.75,3.85714285714286,6,6.83333333333333,6,3,1,2,7,5,4,5,5,1,2,1,4,3,1,5,6,2,3,4,4,3,7,7,7,7,7,6,1,1,1,1,5,"Independent","Joe Biden","Donald Trump","minwage","policy_first",0,1,28,"man","White","MA","$120,001-$140,000","Middle Class",NA
"ZF772ob",3.33333333333333,3.375,3.14285714285714,7,6.66666666666667,7,-2,-3,1,4,2,4,4,4,4,4,5,4,1,1,4,4,1,4,4,4,1,7,6,7,7,6,7,6,4,1,4,4,"Republican","Donald Trump","Donald Trump","housing","policy_first",0,1,44,"woman","Asian","GED","$80,001-$100,000","Working Class","I enjoyed taking this survey"
"AE689ug",6.33333333333333,1,1,7,7,7,1,0,1,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,2,5,1,4,"Independent","Joe Biden","I will not vote","housing","wordlviews_first",0,1,39,"man","White","2yearColl","$40,001-$60,000","Working Class",NA
"JU957bd",5,2,3,6,7,7,6,3,3,5,5,5,3,2,2,2,3,2,1,1,3,3,3,3,3,3,3,7,7,7,7,7,7,NA,7,7,NA,7,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,25,"man","White","4yearColl","$60,001-$80,000","Lower Middle Class",NA
"ZX450fk",5,1.75,2,6,6,6,3,1,2,5,5,5,1,1,1,1,7,1,1,1,2,2,2,2,2,2,2,5,6,4,7,7,7,1,4,7,2,7,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,32,"man","multiracial","2yearColl","$0-$20,000","Upper Middle Class",NA
"VQ261qe",5,2.125,3.57142857142857,6,5.5,6,1,-1,2,5,5,5,2,2,3,2,2,2,2,2,3,4,4,3,3,3,5,6,6,6,5,5,5,3,4,1,1,2,"Independent","Joe Biden","Joe Biden","climate","policy_first",0,1,40,"man","White","4yearColl","$80,001-$100,000","Upper Middle Class",NA
"EZ396md",6.33333333333333,1.25,3,7,7,7,0,-3,3,6,7,6,1,2,2,1,1,1,1,1,2,3,1,1,2,5,7,7,7,7,7,7,7,2,NA,6,NA,NA,"Democrat","Donald Trump","Donald Trump","minwage","policy_first",1,1,29,"woman","Black or African American","4yearColl","$40,001-$60,000","Working Class",NA
"GH148tu",5.33333333333333,1.375,2.85714285714286,7,6.66666666666667,7,2,-1,3,6,5,5,1,2,1,1,2,2,1,1,3,3,4,2,4,1,3,7,7,6,7,6,7,2,5,6,NA,6,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",1,1,31,"man","multiracial","GED","$20,001-$40,000","Working Class","thank you for the study. :)"
"RU553dg",3.66666666666667,5,2,7,6.83333333333333,1,0,3,-3,3,3,5,6,1,4,2,7,7,6,7,2,2,1,3,2,2,2,7,7,7,7,6,7,7,1,1,4,1,"Republican","Donald Trump","Donald Trump","debt","policy_first",1,1,34,"man","White","4yearColl","$80,001-$100,000","Lower Middle Class",NA
"JA126jw",7,2.5,4.85714285714286,6,7,7,3,0,3,7,7,7,4,4,1,1,4,4,1,1,5,5,5,6,4,5,4,7,7,7,7,7,7,1,NA,1,NA,3,"Democrat","Joe Biden","I will not vote","housing","wordlviews_first",0,1,27,"man","Asian","4yearColl","$60,001-$80,000","Middle Class",NA
"MG446br",6,1,3.14285714285714,7,7,7,1,0,1,6,6,6,1,1,1,1,1,1,1,1,4,4,2,2,4,2,4,7,7,7,7,7,7,1,2,3,1,3,"Independent","Joe Biden","Joe Biden","climate","policy_first",0,1,33,NA,"White","4yearColl","$60,001-$80,000","Working Class","I believe the working class encompasses any individual who is required to sell their labor to survive."
"SH981vh",7,1,3.57142857142857,7,7,7,6,3,3,7,7,7,1,1,1,1,1,1,1,1,5,3,1,6,3,2,5,7,7,7,7,7,7,1,2,1,2,NA,"Independent","I did not vote","I will not vote","weed","policy_first",0,1,32,"man","White","GED","$0-$20,000","Working Class",NA
"RH373fq",4.66666666666667,3.625,3.14285714285714,5,4.83333333333333,4,1,-1,2,5,4,5,4,3,3,2,5,6,4,2,3,3,2,5,3,3,3,5,5,5,5,5,4,5,2,2,2,5,"Republican","Donald Trump","Donald Trump","climate","policy_first",1,1,63,"woman","White","2yearColl","$0-$20,000","Middle Class",NA
"SQ776rd",5,4.125,2.14285714285714,7,5.66666666666667,1,-3,-3,0,5,5,5,5,5,3,1,5,7,4,3,3,3,1,3,1,3,1,7,5,7,5,5,5,7,1,1,1,1,"Republican","Donald Trump","Donald Trump","housing","policy_first",1,1,46,"woman","White","MA","$60,001-$80,000","Working Class",NA
"XT609gq",4,1.375,1.85714285714286,6,6.66666666666667,6,3,0,3,3,4,5,2,1,1,1,2,2,1,1,1,1,1,6,1,2,1,7,7,7,6,7,6,1,5,2,NA,4,"Democrat","Joe Biden","Joe Biden","health","policy_first",0,1,43,"woman","White","4yearColl","Over $200,000","Upper Middle Class",NA
"RT796yh",1,6.625,1,4,4.16666666666667,1,-4,-2,-2,1,1,1,7,7,4,7,7,7,7,7,1,1,1,1,1,1,1,3,6,4,4,4,4,7,3,1,3,3,"Republican","Donald Trump","Donald Trump","weed","wordlviews_first",0,1,46,"woman","White","4yearColl","$180,001-$200,000","Upper Class",NA
"QM018pp",4.33333333333333,1,3.14285714285714,5,5.66666666666667,7,5,2,3,5,4,4,1,1,1,1,1,1,1,1,3,3,2,5,3,3,3,5,6,6,6,6,5,5,1,1,1,1,"Republican","I did not vote","I will not vote","debt","wordlviews_first",1,1,46,"woman","Hispanic, Latino, or Spanish origin","4yearColl","$0-$20,000","Lower Class","Thank you"
"GT469wt",7,1,6.71428571428571,7,7,7,3,0,3,7,7,7,1,1,1,1,1,1,1,1,7,7,5,7,7,7,7,7,7,7,7,7,7,5,3,4,4,3,"Democrat","Joe Biden","Donald Trump","minwage","wordlviews_first",0,1,29,"man","Black or African American","4yearColl","$60,001-$80,000","Working Class","Everything ran smooth and was easy to understand."
"TD491sk",5,4,3,6,5.66666666666667,6,2,0,2,5,5,5,5,6,5,5,4,3,2,2,4,4,4,3,2,2,2,6,6,6,6,5,5,1,6,6,3,7,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",0,1,37,"man","White","MA","$100,001-$120,000","Upper Middle Class",NA
"YF098iv",7,1.5,5.42857142857143,7,6.66666666666667,6,1,-2,3,7,7,7,1,1,2,1,4,1,1,1,6,6,4,6,4,6,6,6,7,6,7,7,7,4,1,1,NA,NA,"Independent","Donald Trump","Donald Trump","health","wordlviews_first",0,1,25,"man","Asian","4yearColl","$20,001-$40,000","Working Class",NA
"VD169fz",3.66666666666667,1.125,2.71428571428571,5,6.33333333333333,7,2,0,2,5,3,3,2,1,1,1,1,1,1,1,3,1,2,3,3,3,4,6,6,6,7,7,6,NA,NA,NA,NA,NA,"Independent","Joe Biden","I will not vote","debt","wordlviews_first",1,1,37,"man","White","2yearColl","$0-$20,000","Lower Middle Class",NA
"YP379ch",2.33333333333333,3.375,2.42857142857143,5,5,5,0,-2,2,2,2,3,4,2,3,3,4,4,4,3,2,2,3,4,2,2,2,5,5,5,4,6,5,3,NA,2,5,NA,"Independent","Joe Biden","Robert F. Kennedy Jr.","minwage","wordlviews_first",0,1,28,"woman","White","4yearColl","Over $200,000","Middle Class",NA
"IQ213qb",5.66666666666667,1,2.14285714285714,6,5.83333333333333,7,3,0,3,6,5,6,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,5,7,5,6,6,6,2,2,4,3,7,"Democrat","Donald Trump","Donald Trump","minwage","policy_first",0,1,37,"man","White","GED","$20,001-$40,000","Lower Class",NA
"DF314ba",6,2.875,4.28571428571429,5,6,5,2,1,1,6,6,6,4,3,3,2,2,4,3,2,5,5,3,3,5,5,4,6,6,6,6,6,6,5,2,2,1,3,"Republican","Donald Trump","Donald Trump","weed","policy_first",1,1,25,"woman","White","4yearColl","$20,001-$40,000","Middle Class",NA
"EU706rb",7,1,7,5,7,7,0,-3,3,7,7,7,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,7,4,"Independent","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,41,"man","Hispanic, Latino, or Spanish origin","GED","$60,001-$80,000","Working Class",NA
"QG531zv",4.66666666666667,2.375,2.42857142857143,3,5.16666666666667,7,3,0,3,5,4,5,3,1,2,2,5,2,2,2,2,2,2,5,2,2,2,5,6,4,6,5,5,2,5,3,2,6,"Democrat","Donald Trump","Joe Biden","housing","wordlviews_first",0,1,33,"man","White","4yearColl","$20,001-$40,000","Lower Class",NA
"IB407gs",2,2.625,2.28571428571429,5,5.5,7,3,0,3,2,2,2,3,3,2,6,2,2,2,1,2,2,3,3,2,2,2,4,7,5,6,6,5,3,5,3,NA,6,"Republican","Donald Trump","Donald Trump","debt","wordlviews_first",0,1,33,"man","Asian","MA","$60,001-$80,000","Lower Middle Class",NA
"PZ164sr",5.33333333333333,1,2.28571428571429,6,5.83333333333333,7,6,3,3,6,4,6,1,1,1,1,1,1,1,1,2,2,2,4,2,2,2,6,6,6,6,5,6,1,6,1,1,6,"Independent","I did not vote","I will not vote","debt","policy_first",0,1,32,"man","Hispanic, Latino, or Spanish origin","GED","$40,001-$60,000","Middle Class",NA
"SV365hj",7,1,5.14285714285714,6,7,7,1,-2,3,7,7,7,1,1,1,1,1,1,1,1,5,5,6,5,5,5,5,7,7,7,7,7,7,3,6,5,NA,NA,"Democrat","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,23,"man","White","MA","$60,001-$80,000","Middle Class",NA
"VC765dw",4.33333333333333,3.25,3.14285714285714,6,5.16666666666667,6,3,1,2,3,5,5,3,4,3,3,4,3,4,2,2,3,2,3,4,5,3,5,5,5,6,5,5,2,6,6,4,5,"Democrat","Joe Biden","Joe Biden","health","policy_first",1,1,46,"man","White","4yearColl","$160,001-$180,000","Middle Class",NA
"FF746vp",2.33333333333333,3.125,3,3,4.66666666666667,5,4,2,2,2,2,3,4,5,4,1,3,3,4,1,3,3,3,5,2,3,2,5,5,5,5,3,5,2,1,3,1,4,"Republican","Donald Trump","Donald Trump","housing","policy_first",1,1,24,"woman","White","2yearColl","$80,001-$100,000","Upper Middle Class","thanks"
"FS914tz",5.33333333333333,2.125,2.28571428571429,6,6.83333333333333,6,4,1,3,5,5,6,4,1,1,1,4,2,2,2,2,3,1,3,3,2,2,7,6,7,7,7,7,2,5,2,1,5,"Independent","Joe Biden","Other","health","wordlviews_first",0,1,33,"man","Asian","MA","$80,001-$100,000","Middle Class",NA
"XM343sx",7,1.5,2.71428571428571,7,7,7,1,-1,2,7,7,7,1,1,1,1,4,1,2,1,2,4,3,4,2,2,2,7,7,7,7,7,7,1,2,NA,1,2,"Independent","Third-party candidate","Cornel West","climate","policy_first",0,1,36,"man","White","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"BY805bz",6.66666666666667,1.5,4.42857142857143,6,6.66666666666667,7,3,0,3,7,6,7,1,1,1,2,2,2,2,1,5,4,2,6,5,4,5,6,7,7,6,7,7,2,5,1,2,2,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,36,"woman","White","4yearColl","$140,001-$160,000","Middle Class",NA
"AO649cj",2,2,2,5,4.66666666666667,1,0,0,0,2,2,2,1,1,1,1,4,4,2,2,2,2,2,2,2,2,2,3,6,5,5,5,4,5,1,1,1,1,"Republican","Donald Trump","Donald Trump","housing","policy_first",0,1,67,"man","White","MA","$80,001-$100,000","Middle Class",NA
"ME169qi",6,2.375,2.85714285714286,6,6,7,4,2,2,6,6,6,2,1,2,2,6,2,2,2,4,3,2,4,2,3,2,6,6,6,6,6,6,2,4,6,4,6,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",0,1,42,"woman","White","GED","$40,001-$60,000","Lower Middle Class",NA
"GQ004xl",2,3.625,2.57142857142857,4,5.83333333333333,6,2,0,2,2,2,2,5,2,1,1,7,7,4,2,3,3,1,3,2,4,2,4,6,6,6,7,6,7,1,1,2,1,"Republican","Donald Trump","Donald Trump","minwage","wordlviews_first",0,1,45,"man","White","GED","$60,001-$80,000","Lower Middle Class",NA
"VH714hx",6,3.875,4,3,4.5,7,1,0,1,6,6,6,3,5,3,3,3,6,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,2,2,3,1,"Republican","Joe Biden","Donald Trump","housing","policy_first",1,1,44,"man","White","GED","$20,001-$40,000","Working Class",NA
"CY576fm",5.33333333333333,2.75,3.57142857142857,4,6.16666666666667,5,1,-1,2,6,7,3,6,5,2,2,4,1,1,1,1,6,5,6,1,4,2,5,6,6,7,7,6,3,5,5,4,6,"Democrat","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,36,"woman","Black or African American","4yearColl","$80,001-$100,000","Lower Middle Class",NA
"OI312cd",2.66666666666667,2.125,2.42857142857143,7,6.66666666666667,6,3,1,2,3,3,2,6,5,1,1,1,1,1,1,2,3,1,7,1,2,1,7,7,7,7,5,7,3,5,5,5,5,"Democrat","Joe Biden","Joe Biden","climate","policy_first",0,1,29,"man","White","4yearColl","$40,001-$60,000","Middle Class",NA
"RY613tf",4.66666666666667,2.625,4.14285714285714,6,5.16666666666667,5,0,-1,1,5,4,5,2,1,1,3,4,3,4,3,3,2,7,5,3,3,6,5,5,5,5,6,5,2,4,3,3,NA,"Democrat","Joe Biden","Other","housing","wordlviews_first",0,1,21,"woman","Black or African American","GED","$40,001-$60,000","Lower Middle Class",NA
"ZJ688cu",4,3.375,2.28571428571429,6,4.5,4,0,0,0,4,4,4,2,4,2,4,4,4,4,3,2,2,2,4,2,2,2,4,5,4,5,4,5,3,2,2,4,2,"Independent","Donald Trump","Donald Trump","health","policy_first",0,1,32,"woman","White","2yearColl","$80,001-$100,000","Working Class",NA
"AD227et",6.33333333333333,6.875,5.85714285714286,7,3.16666666666667,1,3,0,3,7,6,6,7,7,6,7,7,7,7,7,6,5,6,5,6,7,6,2,2,3,2,6,4,2,1,1,1,1,"Democrat","Joe Biden","Donald Trump","debt","policy_first",0,1,41,"woman","White","GED","$80,001-$100,000","Middle Class",NA
"JM888he",5,2.75,3.71428571428571,5,5.5,6,0,-1,1,6,6,3,3,3,4,2,2,2,3,3,5,4,3,3,4,3,4,6,6,6,5,4,6,2,3,2,2,2,"Independent","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,28,"man","White","GED","$60,001-$80,000","Middle Class",NA
"LJ605vf",6,1,3.14285714285714,7,7,7,3,0,3,6,6,6,1,1,1,1,1,1,1,1,2,3,3,5,4,3,2,7,7,7,7,7,7,1,6,4,4,7,"Independent","Joe Biden","Joe Biden","health","policy_first",0,1,33,"man","White","2yearColl","$20,001-$40,000","Working Class",NA
"WZ172rd",4.66666666666667,1.375,2.14285714285714,5,6.66666666666667,6,2,0,2,5,4,5,2,2,1,1,1,2,1,1,2,2,1,4,2,2,2,7,7,7,6,6,7,1,4,3,4,NA,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,56,"man","White","4yearColl","$40,001-$60,000","Working Class",NA
"PS834he",4,1.75,2.42857142857143,7,6.16666666666667,3,-4,-2,-2,3,5,4,1,1,1,1,7,1,1,1,2,2,4,3,2,2,2,4,7,7,6,7,6,4,1,1,2,5,"Republican","Third-party candidate","Robert F. Kennedy Jr.","climate","wordlviews_first",1,1,44,"woman","White","GED","$40,001-$60,000","Lower Middle Class",NA
"TE734vc",5,1.875,2.71428571428571,7,7,6,3,0,3,5,4,6,2,1,1,2,6,1,1,1,4,3,2,2,3,2,3,7,7,7,7,7,7,1,6,5,NA,5,"Democrat","Joe Biden","Joe Biden","health","policy_first",0,1,39,"woman","White","GED","$80,001-$100,000","Middle Class",NA
"TX495zi",7,1,3.85714285714286,7,7,7,2,1,1,7,7,7,1,1,1,1,1,1,1,1,4,4,4,5,3,4,3,7,7,7,7,7,7,1,5,7,1,7,"Democrat","I did not vote","Joe Biden","debt","wordlviews_first",1,1,25,"man","White","GED","$20,001-$40,000","Lower Class",NA
"YX018ii",1.66666666666667,4.5,1.28571428571429,5,4.5,1,-3,0,-3,1,1,3,7,1,7,1,7,7,5,1,1,1,1,2,1,1,2,4,5,4,5,3,6,6,1,1,5,1,"Independent","Donald Trump","Donald Trump","health","wordlviews_first",0,1,68,"man","Hispanic, Latino, or Spanish origin","4yearColl","$140,001-$160,000","Middle Class",NA
"KO763zw",5.33333333333333,2.375,4,6,6.16666666666667,5,4,2,2,6,4,6,6,1,2,1,2,2,3,2,5,5,3,2,3,5,5,6,6,6,7,6,6,4,4,3,4,5,"Independent","Joe Biden","Robert F. Kennedy Jr.","health","wordlviews_first",0,1,28,"woman","White","4yearColl","$160,001-$180,000","Middle Class","No comment"
"SD781hn",5.33333333333333,1.125,3.42857142857143,6,6,7,3,0,3,6,4,6,1,2,1,1,1,1,1,1,2,4,2,4,4,4,4,6,6,6,6,6,6,2,5,5,4,4,"Independent","Joe Biden","Joe Biden","weed","policy_first",0,1,67,"woman","White","GED","$20,001-$40,000","Lower Middle Class","can't believe that in this day and age here in the U.S. (not UK), we still have ""classes""!!!!!!!!!!!"
"PR652ax",1.33333333333333,4.25,1.42857142857143,4,5,5,0,-1,1,1,1,2,7,6,5,4,7,1,3,1,1,1,1,4,1,1,1,5,5,5,5,5,5,6,2,1,2,1,"Republican","Donald Trump","Donald Trump","minwage","policy_first",0,1,48,"woman","White","4yearColl","$20,001-$40,000","Lower Class","a rising tide floats many boats"
"AN389gg",5.33333333333333,2.875,3.14285714285714,6,4.66666666666667,7,0,0,0,6,5,5,4,4,2,3,4,2,2,2,3,3,3,4,3,4,2,6,5,4,4,5,4,3,3,NA,2,4,"Independent","Donald Trump","Robert F. Kennedy Jr.","weed","policy_first",0,1,30,"woman","White","4yearColl","$40,001-$60,000","Working Class",NA
"RX307qz",3.66666666666667,4.375,4.14285714285714,5,4.16666666666667,2,1,-1,2,4,4,3,5,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,5,2,1,3,3,"Republican","Donald Trump","Donald Trump","debt","wordlviews_first",0,1,72,"woman","White","MA",NA,"Upper Middle Class",NA
"HG610nq",2.33333333333333,5,2.57142857142857,5,3.83333333333333,4,1,1,0,2,2,3,4,4,4,4,7,6,7,4,2,3,2,3,2,2,4,2,4,2,5,6,4,2,1,1,2,1,"Independent","Donald Trump","Donald Trump","debt","wordlviews_first",0,1,33,"man","White","4yearColl","$0-$20,000","Lower Middle Class",NA
"YL249lg",5,1.75,2.71428571428571,6,6.33333333333333,7,5,2,3,5,5,5,2,2,1,1,3,2,2,1,2,3,2,5,2,3,2,7,6,6,6,6,7,1,6,6,6,6,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",1,1,70,"man","White","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"NA536rf",3.33333333333333,2.75,3.28571428571429,4,5,2,0,-1,1,4,4,2,4,1,2,1,4,5,4,1,4,4,4,5,1,4,1,5,5,5,5,5,5,7,2,1,2,NA,"Independent","I did not vote","Donald Trump","climate","wordlviews_first",0,1,26,"man","Asian","GED","$180,001-$200,000","Lower Class",NA
